departamento,municipio,codigo,arma,fecha,genero,edad_grupo,cantidad
NORTE DE SANTANDER,CÚCUTA (CT),54001000,ARMA DE FUEGO,30/06/2020,MASCULINO,ADULTOS,1
NORTE DE SANTANDER,CÚCUTA (CT),54001000,ARMA DE FUEGO,30/06/2020,MASCULINO,ADULTOS,1
NORTE DE SANTANDER,VILLA DEL ROSARIO,54874000,ARMA DE FUEGO,30/06/2020,MASCULINO,ADULTOS,1
NORTE DE SANTANDER,VILLA DEL ROSARIO,54874000,ARMA DE FUEGO,30/06/2020,MASCULINO,ADULTOS,1
RISARALDA,LA CELIA,66383000,ARMA DE FUEGO,30/06/2020,MASCULINO,ADULTOS,1
SUCRE,SAN ONOFRE,70713000,ARMA DE FUEGO,30/06/2020,MASCULINO,ADULTOS,1
SUCRE,SINCELEJO (CT),70001000,ARMA DE FUEGO,30/06/2020,MASCULINO,ADULTOS,1
VALLE,CALI (CT),76001000,ARMA DE FUEGO,30/06/2020,MASCULINO,ADULTOS,1
VALLE,CALI (CT),76001000,ARMA DE FUEGO,30/06/2020,MASCULINO,ADULTOS,1
VALLE,CALI (CT),76001000,ARMA DE FUEGO,30/06/2020,FEMENINO,ADULTOS,1
VALLE,CANDELARIA,76130000,ARMA DE FUEGO,30/06/2020,FEMENINO,ADULTOS,1
VALLE,CANDELARIA,76130000,ARMA DE FUEGO,30/06/2020,MASCULINO,ADULTOS,1
VALLE,CARTAGO,76147000,ARMA DE FUEGO,30/06/2020,MASCULINO,ADULTOS,1
VALLE,JAMUNDÍ,76364000,ARMA DE FUEGO,30/06/2020,MASCULINO,ADULTOS,1
VALLE,JAMUNDÍ,76364000,ARMA BLANCA / CORTOPUNZANTE,30/06/2020,FEMENINO,ADULTOS,1
VALLE,LA UNIÓN,76400000,ARMA DE FUEGO,30/06/2020,MASCULINO,ADULTOS,1
VALLE,TULUÁ,76834000,ARMA DE FUEGO,30/06/2020,MASCULINO,ADULTOS,1
VALLE,TULUÁ,76834000,ARMA DE FUEGO,30/06/2020,MASCULINO,ADULTOS,1
VALLE,VIJES,76869000,ARMA BLANCA / CORTOPUNZANTE,30/06/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,MEDELLÍN (CT),5001000,ARMA DE FUEGO,01/07/2020,MASCULINO,ADULTOS,1
ANTIOQUIA,MEDELLÍN (CT),5001000,ARMA BLANCA / CORTOPUNZANTE,01/07/2020,MASCULINO,ADULTOS,1
ANTIOQUIA,SAN CARLOS,5649000,ARMA DE FUEGO,01/07/2020,MASCULINO,ADULTOS,1
BOLÍVAR,EL CARMEN DE BOLÍVAR,13244000,ARMA DE FUEGO,01/07/2020,MASCULINO,ADULTOS,1
CÓRDOBA,CIÉNAGA DE ORO,23189000,ARMA DE FUEGO,01/07/2020,MASCULINO,ADULTOS,1
CÓRDOBA,LORICA,23417000,ARMA DE FUEGO,01/07/2020,MASCULINO,ADULTOS,1
CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,ARMA DE FUEGO,01/07/2020,MASCULINO,ADULTOS,1
CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,ARMA DE FUEGO,01/07/2020,MASCULINO,ADULTOS,1
CUNDINAMARCA,SOACHA,25754000,ARMA DE FUEGO,01/07/2020,MASCULINO,ADULTOS,1
HUILA,ALGECIRAS,41020000,ARMA DE FUEGO,01/07/2020,MASCULINO,ADULTOS,1
HUILA,COLOMBIA,41206000,ARMA DE FUEGO,01/07/2020,MASCULINO,ADULTOS,1
META,VILLAVICENCIO (CT),50001000,ARMA BLANCA / CORTOPUNZANTE,01/07/2020,MASCULINO,ADULTOS,1
NORTE DE SANTANDER,CÚCUTA (CT),54001000,ARMA DE FUEGO,01/07/2020,MASCULINO,ADULTOS,1
NORTE DE SANTANDER,VILLA DEL ROSARIO,54874000,ARMA DE FUEGO,01/07/2020,MASCULINO,ADULTOS,1
QUINDÍO,ARMENIA (CT),63001000,ARMA DE FUEGO,01/07/2020,MASCULINO,ADULTOS,1
RISARALDA,PEREIRA (CT),66001000,ARMA DE FUEGO,01/07/2020,MASCULINO,ADULTOS,1
VALLE,CALI (CT),76001000,ARMA DE FUEGO,01/07/2020,MASCULINO,ADOLESCENTES,1
VALLE,EL ÁGUILA,76243000,ARMA BLANCA / CORTOPUNZANTE,01/07/2020,MASCULINO,ADULTOS,1
VALLE,JAMUNDÍ,76364000,ARMA BLANCA / CORTOPUNZANTE,01/07/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,AMALFI,5031000,ARMA DE FUEGO,02/07/2020,MASCULINO,ADULTOS,1
ANTIOQUIA,CÁCERES,5120000,ARMA DE FUEGO,02/07/2020,MASCULINO,ADULTOS,1
ANTIOQUIA,CÁCERES,5120000,ARMA DE FUEGO,02/07/2020,MASCULINO,ADULTOS,1
ANTIOQUIA,CAUCASIA,5154000,ARMA DE FUEGO,02/07/2020,MASCULINO,ADULTOS,1
ANTIOQUIA,HISPANIA,5353000,ARMA DE FUEGO,02/07/2020,MASCULINO,ADULTOS,1
ANTIOQUIA,ITAGUI,5360000,ARMA DE FUEGO,02/07/2020,MASCULINO,ADULTOS,1
ANTIOQUIA,MEDELLÍN (CT),5001000,ARMA BLANCA / CORTOPUNZANTE,02/07/2020,MASCULINO,ADULTOS,1
ANTIOQUIA,MEDELLÍN (CT),5001000,CONTUNDENTES,02/07/2020,MASCULINO,ADULTOS,1
ANTIOQUIA,URRAO,5847000,ARMA DE FUEGO,02/07/2020,MASCULINO,ADULTOS,1
ANTIOQUIA,URRAO,5847000,ARMA DE FUEGO,02/07/2020,MASCULINO,ADULTOS,1
CAUCA,SANTANDER DE QUILICHAO,19698000,ARMA DE FUEGO,02/07/2020,MASCULINO,ADOLESCENTES,1
CHOCÓ,QUIBDÓ (CT),27001000,ARMA DE FUEGO,02/07/2020,MASCULINO,ADULTOS,1
CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,ARMA DE FUEGO,02/07/2020,MASCULINO,ADULTOS,1
CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,ARMA DE FUEGO,02/07/2020,MASCULINO,ADULTOS,1
CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,ARMA DE FUEGO,02/07/2020,MASCULINO,ADULTOS,1
CUNDINAMARCA,SOACHA,25754000,ARMA DE FUEGO,02/07/2020,MASCULINO,ADULTOS,1
HUILA,ALGECIRAS,41020000,ARMA DE FUEGO,02/07/2020,MASCULINO,ADULTOS,1
META,VILLAVICENCIO (CT),50001000,ARMA BLANCA / CORTOPUNZANTE,02/07/2020,MASCULINO,ADULTOS,1
NARIÑO,PASTO (CT),52001000,ARMA DE FUEGO,02/07/2020,MASCULINO,ADULTOS,1
NARIÑO,SANTA BÁRBARA,52696000,ARMA DE FUEGO,02/07/2020,MASCULINO,ADULTOS,1
NORTE DE SANTANDER,SARDINATA,54720000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,02/07/2020,MASCULINO,ADULTOS,1
SUCRE,COROZAL,70215000,ARMA DE FUEGO,02/07/2020,FEMENINO,ADULTOS,1
VALLE,CAICEDONIA,76122000,ARMA DE FUEGO,02/07/2020,MASCULINO,ADULTOS,1
VALLE,CALI (CT),76001000,CONTUNDENTES,02/07/2020,FEMENINO,ADULTOS,1
VALLE,TORO,76823000,ARMA DE FUEGO,02/07/2020,MASCULINO,ADULTOS,1
ANTIOQUIA,BELLO,5088000,ARMA DE FUEGO,03/07/2020,MASCULINO,ADULTOS,1
ANTIOQUIA,TURBO,5837000,ARMA DE FUEGO,03/07/2020,MASCULINO,ADULTOS,1
CALDAS,SUPÍA,17777000,ARMA DE FUEGO,03/07/2020,MASCULINO,ADULTOS,1
CAUCA,POPAYÁN (CT),19001000,ARMA DE FUEGO,03/07/2020,MASCULINO,ADULTOS,1
CAUCA,SANTANDER DE QUILICHAO,19698000,ARMA DE FUEGO,03/07/2020,MASCULINO,ADULTOS,1
CHOCÓ,UNGUÍA,27800000,ARMA DE FUEGO,03/07/2020,FEMENINO,ADOLESCENTES,1
CÓRDOBA,SAHAGÚN,23660000,ARMA DE FUEGO,03/07/2020,MASCULINO,ADULTOS,1
CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,ARMA DE FUEGO,03/07/2020,MASCULINO,ADULTOS,1
CUNDINAMARCA,MOSQUERA,25473000,ARMA DE FUEGO,03/07/2020,MASCULINO,ADULTOS,1
CUNDINAMARCA,SOACHA,25754000,ARMA BLANCA / CORTOPUNZANTE,03/07/2020,MASCULINO,ADOLESCENTES,1
MAGDALENA,SANTA MARTA (CT),47001000,ARMA DE FUEGO,03/07/2020,MASCULINO,ADULTOS,1
MAGDALENA,SANTA MARTA (CT),47001000,ARMA DE FUEGO,03/07/2020,MASCULINO,ADULTOS,1
MAGDALENA,SANTA MARTA (CT),47001000,ARMA DE FUEGO,03/07/2020,MASCULINO,ADULTOS,1
META,SAN MARTÍN,50689000,ARMA DE FUEGO,03/07/2020,MASCULINO,ADULTOS,1
META,SAN MARTÍN,50689000,ARMA DE FUEGO,03/07/2020,MASCULINO,ADULTOS,1
NARIÑO,LA FLORIDA,52381000,ARMA DE FUEGO,03/07/2020,MASCULINO,ADOLESCENTES,1
NARIÑO,LA FLORIDA,52381000,ARMA DE FUEGO,03/07/2020,FEMENINO,ADULTOS,1
NARIÑO,SAN ANDRES DE TUMACO,52835000,ARMA DE FUEGO,03/07/2020,MASCULINO,ADULTOS,1
NARIÑO,SAN ANDRES DE TUMACO,52835000,ARMA DE FUEGO,03/07/2020,MASCULINO,ADULTOS,1
NARIÑO,SAN ANDRES DE TUMACO,52835000,ARMA DE FUEGO,03/07/2020,MASCULINO,ADULTOS,1
NARIÑO,SAN ANDRES DE TUMACO,52835000,ARMA DE FUEGO,03/07/2020,MASCULINO,ADULTOS,1
NORTE DE SANTANDER,CONVENCIÓN,54206000,ARMA DE FUEGO,03/07/2020,MASCULINO,ADULTOS,1
PUTUMAYO,PUERTO ASÍS,86568000,ARMA DE FUEGO,03/07/2020,MASCULINO,ADULTOS,1
VALLE,CALI (CT),76001000,ARMA BLANCA / CORTOPUNZANTE,03/07/2020,MASCULINO,ADULTOS,1
VALLE,CALI (CT),76001000,ARMA DE FUEGO,03/07/2020,MASCULINO,ADULTOS,1
VALLE,CARTAGO,76147000,ARMA DE FUEGO,03/07/2020,MASCULINO,ADULTOS,1
ANTIOQUIA,COCORNÁ,5197000,ARMA DE FUEGO,04/07/2020,MASCULINO,ADULTOS,1
ANTIOQUIA,EL BAGRE,5250000,ARMA DE FUEGO,04/07/2020,MASCULINO,ADULTOS,1
ANTIOQUIA,EL BAGRE,5250000,ARMA DE FUEGO,04/07/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,TURBO,5837000,ARMA DE FUEGO,04/07/2020,MASCULINO,ADULTOS,1
ANTIOQUIA,TURBO,5837000,ARMA DE FUEGO,04/07/2020,MASCULINO,ADULTOS,1
ANTIOQUIA,YARUMAL,5887000,ARMA BLANCA / CORTOPUNZANTE,04/07/2020,MASCULINO,ADULTOS,1
CALDAS,SAMANÁ,17662000,ARMA DE FUEGO,04/07/2020,MASCULINO,ADULTOS,1
CAUCA,BUENOS AIRES,19110000,ARMA DE FUEGO,04/07/2020,MASCULINO,ADULTOS,1
CHOCÓ,RÍO QUITO,27600000,ARMA DE FUEGO,04/07/2020,FEMENINO,ADULTOS,1
CÓRDOBA,MONTELÍBANO,23466000,ARMA DE FUEGO,04/07/2020,MASCULINO,ADULTOS,1
CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,CONTUNDENTES,04/07/2020,MASCULINO,ADULTOS,1
CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,ARMA DE FUEGO,04/07/2020,MASCULINO,ADULTOS,1
CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,ARMA DE FUEGO,04/07/2020,MASCULINO,ADULTOS,1
CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,CONTUNDENTES,04/07/2020,MASCULINO,ADULTOS,1
CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,ARMA DE FUEGO,04/07/2020,MASCULINO,ADULTOS,1
CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,ARMA DE FUEGO,04/07/2020,MASCULINO,ADULTOS,1
CUNDINAMARCA,GIRARDOT,25307000,ARMA DE FUEGO,04/07/2020,MASCULINO,ADULTOS,1
GUAJIRA,DIBULLA,44090000,ARMA DE FUEGO,04/07/2020,MASCULINO,ADULTOS,1
HUILA,PITALITO,41551000,ARMA DE FUEGO,04/07/2020,MASCULINO,ADOLESCENTES,1
HUILA,PITALITO,41551000,ARMA DE FUEGO,04/07/2020,MASCULINO,ADULTOS,1
HUILA,PITALITO,41551000,ARMA DE FUEGO,04/07/2020,MASCULINO,ADULTOS,1
NARIÑO,SANTA BÁRBARA,52696000,ARMA DE FUEGO,04/07/2020,MASCULINO,ADULTOS,1
NARIÑO,SANTA BÁRBARA,52696000,ARMA DE FUEGO,04/07/2020,FEMENINO,ADULTOS,1
NORTE DE SANTANDER,CÚCUTA (CT),54001000,ARMA DE FUEGO,04/07/2020,MASCULINO,ADULTOS,1
QUINDÍO,CIRCASIA,63190000,ARMA DE FUEGO,04/07/2020,FEMENINO,ADULTOS,1
RISARALDA,DOSQUEBRADAS,66170000,ARMA DE FUEGO,04/07/2020,MASCULINO,ADULTOS,1
RISARALDA,PEREIRA (CT),66001000,ARMA DE FUEGO,04/07/2020,FEMENINO,ADULTOS,1
SAN ANDRÉS,SAN ANDRÉS (CT),88001000,ARMA DE FUEGO,04/07/2020,MASCULINO,ADULTOS,1
SUCRE,SANTIAGO DE TOLÚ,70820000,ARMA BLANCA / CORTOPUNZANTE,04/07/2020,MASCULINO,ADULTOS,1
VALLE,CALI (CT),76001000,ARMA DE FUEGO,04/07/2020,MASCULINO,ADULTOS,1
VALLE,CALI (CT),76001000,ARMA DE FUEGO,04/07/2020,MASCULINO,ADULTOS,1
VALLE,CALI (CT),76001000,ARMA DE FUEGO,04/07/2020,MASCULINO,ADULTOS,1
VALLE,CALI (CT),76001000,ARMA DE FUEGO,04/07/2020,MASCULINO,ADULTOS,1
VALLE,PALMIRA,76520000,ARMA DE FUEGO,04/07/2020,MASCULINO,ADULTOS,1
VALLE,ROLDANILLO,76622000,ARMA DE FUEGO,04/07/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,ABEJORRAL,5002000,ARMA BLANCA / CORTOPUNZANTE,05/07/2020,MASCULINO,ADULTOS,1
ANTIOQUIA,AMAGÁ,5030000,ARMA DE FUEGO,05/07/2020,MASCULINO,ADULTOS,1
ANTIOQUIA,EL BAGRE,5250000,ARMA DE FUEGO,05/07/2020,MASCULINO,ADULTOS,1
ANTIOQUIA,HISPANIA,5353000,ARMA DE FUEGO,05/07/2020,MASCULINO,ADULTOS,1
ANTIOQUIA,MEDELLÍN (CT),5001000,ARMA DE FUEGO,05/07/2020,MASCULINO,ADULTOS,1
ANTIOQUIA,MEDELLÍN (CT),5001000,ARMA DE FUEGO,05/07/2020,MASCULINO,ADULTOS,1
ANTIOQUIA,MEDELLÍN (CT),5001000,ARMA DE FUEGO,05/07/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,SEGOVIA,5736000,ARMA DE FUEGO,05/07/2020,MASCULINO,ADULTOS,1
ANTIOQUIA,SEGOVIA,5736000,ARMA BLANCA / CORTOPUNZANTE,05/07/2020,MASCULINO,ADULTOS,1
ANTIOQUIA,TURBO,5837000,ARMA BLANCA / CORTOPUNZANTE,05/07/2020,MASCULINO,ADULTOS,1
BOLÍVAR,CARTAGENA (CT),13001000,ARMA BLANCA / CORTOPUNZANTE,05/07/2020,MASCULINO,ADULTOS,1
BOLÍVAR,CARTAGENA (CT),13001000,ARMA BLANCA / CORTOPUNZANTE,05/07/2020,MASCULINO,ADULTOS,1
BOLÍVAR,EL CARMEN DE BOLÍVAR,13244000,ARMA DE FUEGO,05/07/2020,MASCULINO,ADULTOS,1
BOLÍVAR,VILLANUEVA,13873000,ARMA BLANCA / CORTOPUNZANTE,05/07/2020,MASCULINO,ADULTOS,1
CALDAS,MARMATO,17442000,ARMA DE FUEGO,05/07/2020,MASCULINO,ADULTOS,1
CAQUETÁ,CURILLO,18205000,ARMA BLANCA / CORTOPUNZANTE,05/07/2020,MASCULINO,ADULTOS,1
CAQUETÁ,PUERTO RICO,18592000,ARMA DE FUEGO,05/07/2020,MASCULINO,ADULTOS,1
CASANARE,MANÍ,85139000,ARMA DE FUEGO,05/07/2020,FEMENINO,ADULTOS,1
CASANARE,MANÍ,85139000,ARMA DE FUEGO,05/07/2020,FEMENINO,ADULTOS,1
CAUCA,ARGELIA,19050000,ARMA BLANCA / CORTOPUNZANTE,05/07/2020,MASCULINO,ADULTOS,1
CAUCA,CAJIBÍO,19130000,CONTUNDENTES,05/07/2020,FEMENINO,MENORES,1
CAUCA,EL TAMBO,19256000,ARMA DE FUEGO,05/07/2020,MASCULINO,ADULTOS,1
CESAR,AGUSTÍN CODAZZI,20013000,ARMA DE FUEGO,05/07/2020,MASCULINO,ADULTOS,1
CESAR,VALLEDUPAR (CT),20001000,ARMA DE FUEGO,05/07/2020,MASCULINO,ADULTOS,1
CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,ARMA DE FUEGO,05/07/2020,MASCULINO,ADULTOS,1
CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,ARMA BLANCA / CORTOPUNZANTE,05/07/2020,MASCULINO,ADULTOS,1
CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,ARMA BLANCA / CORTOPUNZANTE,05/07/2020,MASCULINO,ADULTOS,1
CUNDINAMARCA,SUBACHOQUE,25769000,ARMA BLANCA / CORTOPUNZANTE,05/07/2020,MASCULINO,ADULTOS,1
GUAINÍA,INÍRIDA (CT),94001000,CONTUNDENTES,05/07/2020,FEMENINO,ADULTOS,1
GUAJIRA,MAICAO,44430000,ARMA DE FUEGO,05/07/2020,MASCULINO,ADULTOS,1
GUAJIRA,MAICAO,44430000,ARMA DE FUEGO,05/07/2020,MASCULINO,ADULTOS,1
GUAVIARE,CALAMAR,95015000,ARMA DE FUEGO,05/07/2020,MASCULINO,ADULTOS,1
GUAVIARE,SAN JOSÉ DEL GUAVIARE (CT),95001000,ARMA BLANCA / CORTOPUNZANTE,05/07/2020,MASCULINO,ADULTOS,1
HUILA,ALGECIRAS,41020000,ARMA DE FUEGO,05/07/2020,MASCULINO,ADULTOS,1
MAGDALENA,SANTA MARTA (CT),47001000,ARMA DE FUEGO,05/07/2020,MASCULINO,ADULTOS,1
META,VILLAVICENCIO (CT),50001000,ARMA BLANCA / CORTOPUNZANTE,05/07/2020,MASCULINO,ADOLESCENTES,1
META,VILLAVICENCIO (CT),50001000,ARMA DE FUEGO,05/07/2020,MASCULINO,ADULTOS,1
NARIÑO,LEIVA,52405000,ARMA DE FUEGO,05/07/2020,FEMENINO,ADOLESCENTES,1
NARIÑO,SAN ANDRES DE TUMACO,52835000,ARMA DE FUEGO,05/07/2020,MASCULINO,ADULTOS,1
NORTE DE SANTANDER,CÚCUTA (CT),54001000,ARMA BLANCA / CORTOPUNZANTE,05/07/2020,MASCULINO,ADULTOS,1
NORTE DE SANTANDER,CÚCUTA (CT),54001000,ARMA BLANCA / CORTOPUNZANTE,05/07/2020,MASCULINO,ADULTOS,1
NORTE DE SANTANDER,CÚCUTA (CT),54001000,ARMA DE FUEGO,05/07/2020,MASCULINO,ADULTOS,1
NORTE DE SANTANDER,TIBÚ,54810000,ARMA DE FUEGO,05/07/2020,MASCULINO,ADULTOS,1
PUTUMAYO,SAN MIGUEL,86757000,CONTUNDENTES,05/07/2020,MASCULINO,ADULTOS,1
QUINDÍO,ARMENIA (CT),63001000,ARMA BLANCA / CORTOPUNZANTE,05/07/2020,MASCULINO,ADULTOS,1
RISARALDA,DOSQUEBRADAS,66170000,ARMA DE FUEGO,05/07/2020,MASCULINO,ADULTOS,1
RISARALDA,SANTUARIO,66687000,ARMA BLANCA / CORTOPUNZANTE,05/07/2020,MASCULINO,ADULTOS,1
SANTANDER,PIEDECUESTA,68547000,ARMA DE FUEGO,05/07/2020,MASCULINO,ADULTOS,1
TOLIMA,PALOCABILDO,73520000,ARMA DE FUEGO,05/07/2020,MASCULINO,ADULTOS,1
VALLE,BUENAVENTURA,76109000,ARMA DE FUEGO,05/07/2020,MASCULINO,ADULTOS,1
VALLE,CALI (CT),76001000,CONTUNDENTES,05/07/2020,MASCULINO,ADULTOS,1
VALLE,CALI (CT),76001000,ARMA DE FUEGO,05/07/2020,MASCULINO,ADULTOS,1
VALLE,CALI (CT),76001000,ARMA DE FUEGO,05/07/2020,FEMENINO,ADULTOS,1
VALLE,CALI (CT),76001000,ARMA BLANCA / CORTOPUNZANTE,05/07/2020,MASCULINO,ADULTOS,1
VALLE,CALI (CT),76001000,ARMA DE FUEGO,05/07/2020,MASCULINO,ADULTOS,1
VALLE,CALI (CT),76001000,ARMA BLANCA / CORTOPUNZANTE,05/07/2020,MASCULINO,ADULTOS,1
ANTIOQUIA,ANGELÓPOLIS,5036000,ARMA DE FUEGO,06/07/2020,MASCULINO,ADULTOS,1
ANTIOQUIA,MEDELLÍN (CT),5001000,ARMA DE FUEGO,06/07/2020,MASCULINO,ADULTOS,1
ANTIOQUIA,MEDELLÍN (CT),5001000,ARMA DE FUEGO,06/07/2020,MASCULINO,ADULTOS,1
ANTIOQUIA,PEQUE,5543000,ARMA DE FUEGO,06/07/2020,MASCULINO,ADULTOS,1
ANTIOQUIA,SAN ANDRÉS DE CUERQUÍA,5647000,ARMA DE FUEGO,06/07/2020,MASCULINO,ADULTOS,1
ANTIOQUIA,VENECIA,5861000,ARMA DE FUEGO,06/07/2020,MASCULINO,ADULTOS,1
ARAUCA,ARAUQUITA,81065000,ARMA DE FUEGO,06/07/2020,MASCULINO,ADULTOS,1
ATLÁNTICO,BARRANQUILLA (CT),8001000,ARMA DE FUEGO,06/07/2020,MASCULINO,ADULTOS,1
BOYACÁ,AQUITANIA,15047000,ARMA BLANCA / CORTOPUNZANTE,06/07/2020,MASCULINO,ADULTOS,1
CAUCA,POPAYÁN (CT),19001000,ARMA DE FUEGO,06/07/2020,MASCULINO,ADULTOS,1
CUNDINAMARCA,GACHANCIPÁ,25295000,ARMA BLANCA / CORTOPUNZANTE,06/07/2020,MASCULINO,ADULTOS,1
GUAJIRA,MAICAO,44430000,ARMA DE FUEGO,06/07/2020,MASCULINO,ADULTOS,1
MAGDALENA,CIÉNAGA,47189000,ARMA BLANCA / CORTOPUNZANTE,06/07/2020,MASCULINO,ADULTOS,1
NORTE DE SANTANDER,CÚCUTA (CT),54001000,ARMA DE FUEGO,06/07/2020,MASCULINO,ADULTOS,1
PUTUMAYO,VILLAGARZÓN,86885000,ARMA BLANCA / CORTOPUNZANTE,06/07/2020,MASCULINO,ADULTOS,1
SANTANDER,BUCARAMANGA (CT),68001000,ARMA DE FUEGO,06/07/2020,MASCULINO,ADULTOS,1
VALLE,BOLÍVAR,76100000,ARMA DE FUEGO,06/07/2020,MASCULINO,ADULTOS,1
VALLE,CALI (CT),76001000,ARMA DE FUEGO,06/07/2020,MASCULINO,ADULTOS,1
VALLE,CALI (CT),76001000,ARMA DE FUEGO,06/07/2020,FEMENINO,ADULTOS,1
VALLE,CANDELARIA,76130000,ARMA DE FUEGO,06/07/2020,MASCULINO,ADULTOS,1
VALLE,CANDELARIA,76130000,ARMA DE FUEGO,06/07/2020,MASCULINO,ADULTOS,1
VALLE,CANDELARIA,76130000,ARMA BLANCA / CORTOPUNZANTE,06/07/2020,MASCULINO,ADULTOS,1
VALLE,TULUÁ,76834000,ARMA DE FUEGO,06/07/2020,MASCULINO,ADULTOS,1
ANTIOQUIA,APARTADÓ,5045000,ARMA DE FUEGO,07/07/2020,MASCULINO,ADULTOS,1
ANTIOQUIA,BELLO,5088000,ARMA DE FUEGO,07/07/2020,MASCULINO,ADULTOS,1
ANTIOQUIA,CAUCASIA,5154000,ARMA DE FUEGO,07/07/2020,MASCULINO,ADULTOS,1
ANTIOQUIA,DABEIBA,5234000,ARMA DE FUEGO,07/07/2020,MASCULINO,ADULTOS,1
ANTIOQUIA,ITAGUI,5360000,ARMA DE FUEGO,07/07/2020,MASCULINO,ADULTOS,1
ANTIOQUIA,ITAGUI,5360000,ARMA DE FUEGO,07/07/2020,MASCULINO,ADULTOS,1
ANTIOQUIA,ITAGUI,5360000,ARMA DE FUEGO,07/07/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,MEDELLÍN (CT),5001000,ARMA DE FUEGO,07/07/2020,MASCULINO,ADULTOS,1
ANTIOQUIA,TURBO,5837000,ARMA BLANCA / CORTOPUNZANTE,07/07/2020,MASCULINO,ADULTOS,1
ARAUCA,TAME,81794000,ARMA DE FUEGO,07/07/2020,MASCULINO,ADULTOS,1
BOLÍVAR,CARTAGENA (CT),13001000,CONTUNDENTES,07/07/2020,FEMENINO,ADULTOS,1
CAUCA,BUENOS AIRES,19110000,ARMA DE FUEGO,07/07/2020,MASCULINO,ADULTOS,1
CAUCA,BUENOS AIRES,19110000,ARMA DE FUEGO,07/07/2020,FEMENINO,ADULTOS,1
CAUCA,SANTANDER DE QUILICHAO,19698000,ARMA DE FUEGO,07/07/2020,MASCULINO,ADULTOS,1
CHOCÓ,QUIBDÓ (CT),27001000,ARMA DE FUEGO,07/07/2020,MASCULINO,ADULTOS,1
CÓRDOBA,MONTERÍA (CT),23001000,ARMA DE FUEGO,07/07/2020,MASCULINO,ADULTOS,1
GUAJIRA,FONSECA,44279000,ARMA DE FUEGO,07/07/2020,MASCULINO,ADULTOS,1
META,LA MACARENA,50350000,ARMA DE FUEGO,07/07/2020,MASCULINO,ADULTOS,1
NARIÑO,SAN ANDRES DE TUMACO,52835000,ARMA DE FUEGO,07/07/2020,MASCULINO,ADULTOS,1
NORTE DE SANTANDER,TIBÚ,54810000,ARMA DE FUEGO,07/07/2020,MASCULINO,ADULTOS,1
NORTE DE SANTANDER,VILLA DEL ROSARIO,54874000,ARMA BLANCA / CORTOPUNZANTE,07/07/2020,MASCULINO,ADULTOS,1
PUTUMAYO,PUERTO LEGUÍZAMO,86573000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,07/07/2020,MASCULINO,ADULTOS,1
RISARALDA,MARSELLA,66440000,ARMA DE FUEGO,07/07/2020,MASCULINO,ADULTOS,1
RISARALDA,PEREIRA (CT),66001000,ARMA DE FUEGO,07/07/2020,MASCULINO,ADULTOS,1
SANTANDER,BUCARAMANGA (CT),68001000,ARMA DE FUEGO,07/07/2020,MASCULINO,ADULTOS,1
SUCRE,GALERAS,70235000,ARMA DE FUEGO,07/07/2020,MASCULINO,ADULTOS,1
VALLE,CALI (CT),76001000,ARMA DE FUEGO,07/07/2020,MASCULINO,ADULTOS,1
VALLE,CALI (CT),76001000,ARMA BLANCA / CORTOPUNZANTE,07/07/2020,MASCULINO,ADULTOS,1
VALLE,CALI (CT),76001000,ARMA BLANCA / CORTOPUNZANTE,07/07/2020,MASCULINO,ADULTOS,1
VALLE,CALI (CT),76001000,ARMA BLANCA / CORTOPUNZANTE,07/07/2020,MASCULINO,ADULTOS,1
VALLE,PRADERA,76563000,ARMA DE FUEGO,07/07/2020,MASCULINO,ADULTOS,1
VALLE,TULUÁ,76834000,ARMA DE FUEGO,07/07/2020,MASCULINO,ADULTOS,1
ANTIOQUIA,BURITICÁ,5113000,ARMA DE FUEGO,08/07/2020,MASCULINO,ADULTOS,1
ANTIOQUIA,CAUCASIA,5154000,ARMA DE FUEGO,08/07/2020,MASCULINO,ADULTOS,1
ANTIOQUIA,EL BAGRE,5250000,ARMA BLANCA / CORTOPUNZANTE,08/07/2020,MASCULINO,ADULTOS,1
